text,clean_text,translated_text,subjektivitas,polaritas,sentimen
Great service. Tambahkan jenis makanan breakfastnya.,great service. tambahkan jenis makanan breakfastnya.,great service. add the type of breakfast food.,0.75,0.8,positif
"Pesan condotel studio room, cukup luas, wifi non stop, listrik otomatis tanpa hrs memasukan keycard, konsep kamarnya agak membingungkan krn ada bak cuci piring dan lemari gantung tp tdk ada perlengkapan masak, ada bath tub, hairdyer, toileteries cukup lengkap, kamar mandi bersih, closet dan jet washer tdk bocor, makanan dine in enak, breakfast pilihannya banyak & rasa enak walaupun resto agak kecil tp staff,-nya gesit unt refill makanan yg akan habis, staff lainnya ramah dan membantu, proses check in dan check out lamcar, kolam.renang outdoor airnya tdk terlalu dingin bahkan cenderung hangat dan ada 2 kolam unt anak2 juga ada pengawasnya. menyenangkan menginap disini.","pesan condotel studio room, cukup luas, wifi non stop, listrik otomatis tanpa hrs memasukan keycard, konsep kamarnya agak membingungkan krn ada bak cuci piring dan lemari gantung tp tdk ada perlengkapan masak, ada bath tub, hairdyer, toileteries cukup lengkap, kamar mandi bersih, closet dan jet washer tdk bocor, makanan dine in enak, breakfast pilihannya banyak & rasa enak walaupun resto agak kecil tp staff,-nya gesit unt refill makanan yg akan habis, staff lainnya ramah dan membantu, proses check in dan check out lamcar, kolam.renang outdoor airnya tdk terlalu dingin bahkan cenderung hangat dan ada 2 kolam unt anak2 juga ada pengawasnya. menyenangkan menginap disini.","ordered a condotel studio room, quite spacious, non-stop wifi, automatic electricity without having to enter a keycard, the room concept is a bit confusing because there is a sink and hanging cupboard but no cooking utensils, there is a bath tub, hairdyer, the toiletries are quite complete, the bathroom is clean , the closet and jet washer don't leak, the dine-in food is delicious, the breakfast choices are many & the taste is delicious even though the restaurant is a bit small but the staff is quick to refill food that will run out, the other staff are friendly and helpful, the check-in and check-out process is smooth, the outdoor swimming pool, the water is not too cold, in fact it tends to be warm and there are 2 pools for children and there are supervisors. nice stay here.",0.6339285714285714,0.2857142857142857,positif
"Bagi saya hotel ini cukup nyaman, kebersihan kamar oke, pelayanan front office baik, dan fasilitas yg kita inginkan cukup di hotel ini","bagi saya hotel ini cukup nyaman, kebersihan kamar oke, pelayanan front office baik, dan fasilitas yg kita inginkan cukup di hotel ini","for me, this hotel is quite comfortable, the room cleanliness is okay, the front office service is good, and the facilities we want are sufficient at this hotel",0.6333333333333334,0.5333333333333333,positif
"Hotel dan foodnya ok, letaknya juga ok ditengah kota. Tapi sayang, air panasnya gak bisa nyala. Jadi mandi air dingin saja selama 2 malam menginap di sana.","hotel dan foodnya ok, letaknya juga ok ditengah kota. tapi sayang, air panasnya gak bisa nyala. jadi mandi air dingin saja selama 2 malam menginap di sana.","the hotel and food are ok, the location is also ok in the middle of the city. but unfortunately, the hot water can't be turned on. so just take a cold shower during the 2 nights staying there.",0.6416666666666667,0.025000000000000005,positif
Tempatnya bersih. Pool nya ok. Petugas ramah ramah,tempatnya bersih. pool nya ok. petugas ramah ramah,the place is clean. the pool is ok. friendly friendly staff,0.55,0.4041666666666667,positif
"Sangat nyaman dan tenang ,pelayanan sangat baik","sangat nyaman dan tenang ,pelayanan sangat baik","very comfortable and quiet, very good service",0.7044444444444444,0.4766666666666666,positif
"Baaguuss dan bersih,sarapan nya juga cukup bervarias","baaguuss dan bersih,sarapan nya juga cukup bervarias","nice and clean, the breakfast is also quite varied",0.8500000000000001,0.48333333333333334,positif
Sangat memuaskan dan ingin kembali ke sini,sangat memuaskan dan ingin kembali ke sini,very satisfying and want to come back here,0.5,0.325,positif
"Harga murah untuk hotel bintag 4 Ada kolam air hangat buat anak2 berenang , makanan banyak variasinya cuma kalau lagi high season rasanya biasa aja , pas hari biasa jauh lebih enak","harga murah untuk hotel bintag 4 ada kolam air hangat buat anak2 berenang , makanan banyak variasinya cuma kalau lagi high season rasanya biasa aja , pas hari biasa jauh lebih enak","cheap price for a 4-star hotel, there is a warm water pool for children to swim in, the food has a lot of variety, but if it's high season, it's just normal, it's much better on a normal day",0.6066666666666666,0.3266666666666666,positif
"Semuanya oke, menginap di hotel panghegar menyenangkan, apalagi swimming poolnya bagus, anak2 senang berenang disana, breakfast, lokasi, kamar oke semua, cuma 1 aja yg agak mengganggu berisik suara kereta, krn dekat dgn rel kereta","semuanya oke, menginap di hotel panghegar menyenangkan, apalagi swimming poolnya bagus, anak2 senang berenang disana, breakfast, lokasi, kamar oke semua, cuma 1 aja yg agak mengganggu berisik suara kereta, krn dekat dgn rel kereta","everything was okay, staying at the panghegar hotel was enjoyable, especially the swimming pool was good, the kids enjoyed swimming there, breakfast, location, rooms were all okay, only 1 was a bit disturbing, the noise of the train, because it was close to the train tracks",0.7125,0.275,positif
"Pas, strategis dan sarapannya ok","pas, strategis dan sarapannya ok","just right, strategic and the breakfast is ok",0.5178571428571428,0.39285714285714285,positif
"Sangat nyaman dan enak sekali, saya suka.","sangat nyaman dan enak sekali, saya suka.","very comfortable and very tasty, i like it.",0.65,0.36,positif
Bangunan agak tua tapi bersih. Hy saja tisuenya aneh baunya,bangunan agak tua tapi bersih. hy saja tisuenya aneh baunya,the building is quite old but clean. it's just that the tissue has a strange smell,0.35000000000000003,0.1388888888888889,positif
Makanannya tidak sesuai dengan kelas hotel,makanannya tidak sesuai dengan kelas hotel,the food does not match the class of the hotel,0.0,0.0,netral
Pelayanannya sangat ramah. Suasana lobby kental dengan budaya Sunda. Interior kamar baik. Makanannya enak enak. Definitely will stay there on next opportunities,pelayanannya sangat ramah. suasana lobby kental dengan budaya sunda. interior kamar baik. makanannya enak enak. definitely will stay there on next opportunities,the service is very friendly. the lobby atmosphere is thick with sundanese culture. the room interior is good. the food is delicious. definitely will stay there on next opportunities,0.5375,0.3145833333333333,positif
"Nyaman, bersih, pelayanan ok, lokasi strategis, sarapan banyak menu.. Sip..","nyaman, bersih, pelayanan ok, lokasi strategis, sarapan banyak menu.. sip..","comfortable, clean, ok service, strategic location, lots of breakfast menu... great...",0.6875,0.5166666666666666,positif
"Lingkungannya sangat menyenangkan, kamarnya cukup nyaman dan makanannya menggugah selera.","lingkungannya sangat menyenangkan, kamarnya cukup nyaman dan makanannya menggugah selera.","the environment is very pleasant, the rooms are quite comfortable and the food is appetizing.",0.7999999999999999,0.5177777777777778,positif
"Secara keseluruhan itu adalah pengalaman yang menyenangkan, kami mendapat suite dengan pemandangan gereja dan kereta api yang sangat indah, tetapi kereta terus lewat dan bel membuat agak sulit untuk tidur nyenyak (tidak kedap suara?). Kami hanya menginap selama 1 malam, tapi lain kali kami akan memastikan untuk meminta kamar yang tenang. Lokasinya bagus.","secara keseluruhan itu adalah pengalaman yang menyenangkan, kami mendapat suite dengan pemandangan gereja dan kereta api yang sangat indah, tetapi kereta terus lewat dan bel membuat agak sulit untuk tidur nyenyak (tidak kedap suara?). kami hanya menginap selama 1 malam, tapi lain kali kami akan memastikan untuk meminta kamar yang tenang. lokasinya bagus.","overall it was a nice experience, we got a suite with a really nice view of the church and trains, but the trains kept passing by and the bells made it a bit difficult to get a good night's sleep (isn't it soundproof?). we only stayed for 1 night, but next time we will make sure to ask for a quiet room. the location is good.",0.6422222222222222,0.25999999999999995,positif
"Selalu memiliki momen paling menyenangkan saat menginap di sini. Para staf, kebersihan, makanan, bahkan bau di setiap lorong membuat saya nyaman.","selalu memiliki momen paling menyenangkan saat menginap di sini. para staf, kebersihan, makanan, bahkan bau di setiap lorong membuat saya nyaman.","always have the most enjoyable moments when staying here. the staff, cleanliness, food, even the smell in every hallway made me comfortable.",0.6333333333333334,0.4666666666666666,positif
Semoga pengalaman menginap Anda menyenangkan. Jarak berjalan kaki ke segalanya.,semoga pengalaman menginap anda menyenangkan. jarak berjalan kaki ke segalanya.,i hope your stay is enjoyable. walking distance to everything.,0.6,0.5,positif
Semuanya baik. Staf sangat ramah. Ruangan itu bersih dan luas. sarapan yang luar biasa. Saya pasti akan pergi lagi.,semuanya baik. staf sangat ramah. ruangan itu bersih dan luas. sarapan yang luar biasa. saya pasti akan pergi lagi.,all good. the staff is very friendly. the room was clean and spacious. great breakfast. i will definitely go again.,0.64,0.4708333333333334,positif
"Tempat terbaik untuk staycation. Kamar bersih & besar, makanan lezat, kolam renang menyenangkan, dan staf yang sangat baik.","tempat terbaik untuk staycation. kamar bersih & besar, makanan lezat, kolam renang menyenangkan, dan staf yang sangat baik.","best place for staycation. clean and big rooms, delicious food, fun pool, and excellent staff.",0.55,0.611111111111111,positif
Tempat bagus dan pelayanan bagus.,tempat bagus dan pelayanan bagus.,nice place and good service.,0.8,0.6499999999999999,positif
Selalu staycasion yang menyenangkan terutama menu sarapannya sangat variatif 😊.,selalu staycasion yang menyenangkan terutama menu sarapannya sangat variatif 😊.,"always a pleasant staycasion, especially the breakfast menu is very varied 😊.",0.7555555555555555,0.3111111111111111,positif
Layanan terbaik seperti biasa - pertahankan.,layanan terbaik seperti biasa - pertahankan.,excellent service as always - keep it up.,1.0,1.0,positif
"Lokasi bagus dekat Jalan Braga. Kamar bagus dan sejuk, recommended 😊🙏.","lokasi bagus dekat jalan braga. kamar bagus dan sejuk, recommended 😊🙏.","good location near jalan braga. nice and cool rooms, recommended 😊🙏.",0.6625,0.4375,positif
"Terima kasih atas layanannya 💜, pasti akan kembali lagi, makanannya sangat enak,","terima kasih atas layanannya 💜, pasti akan kembali lagi, makanannya sangat enak,","thank you for the service 💜, will definitely come back again, the food was very delicious,",0.5,0.3333333333333333,positif
"Hotel yang bagus dengan pelayanan yang baik, kamar yang bersih, menu sarapan yang beragam","hotel yang bagus dengan pelayanan yang baik, kamar yang bersih, menu sarapan yang beragam","good hotel with good service, clean rooms, varied breakfast menu",0.6333333333333334,0.5888888888888889,positif
"Akomodasi sangat bagus! Saya memilih condotel twin dan itu luar biasa. Menginap selama 1 malam tapi pengalaman yang menyenangkan. Sarapannya oke, bisa ditambah 1 atau 2 variasi lagi. Untuk itu. Staf hotel yang sangat membantu 👍🏻 terutama mereka cukup baik untuk meminjamkan kursi roda karena kami membawa orang yang lebih tua. Pasti akan kembali lagi.","akomodasi sangat bagus! saya memilih condotel twin dan itu luar biasa. menginap selama 1 malam tapi pengalaman yang menyenangkan. sarapannya oke, bisa ditambah 1 atau 2 variasi lagi. untuk itu. staf hotel yang sangat membantu 👍🏻 terutama mereka cukup baik untuk meminjamkan kursi roda karena kami membawa orang yang lebih tua. pasti akan kembali lagi.","very nice accommodation! i chose the twin condotel and it was amazing. stayed for 1 night but a pleasant experience. breakfast is okay, could add 1 or 2 more variations. therefore. very helpful hotel staff 👍🏻 especially they were kind enough to lend us a wheelchair as we were bringing an older person. will definitely come back again.",0.6166666666666667,0.35625,positif
"Lokasi bagus, dekat tempat makan favorit kami: mie nasi kejaksaan, rasa, batagor kingsley, es bungsu. Dekat jalan Kathedral dan Braga juga. Harus membuat jendela kamar karena suara keras dari jalan.","lokasi bagus, dekat tempat makan favorit kami: mie nasi kejaksaan, rasa, batagor kingsley, es bungsu. dekat jalan kathedral dan braga juga. harus membuat jendela kamar karena suara keras dari jalan.","good location, near our favorite places to eat: mie nasi kejaksaan, rasa, batagor kingsley, es youngest. near cathedral street and braga too. had to make room windows because of loud noise from the street.",0.64,0.3,positif
"Lokasi bagus, dekat tempat makan yang saya suka. Ramah anak-anak. Sayangnya kebisingan kendaraan dari jalan terlalu keras. Jendela tidak cukup kedap suara.","lokasi bagus, dekat tempat makan yang saya suka. ramah anak-anak. sayangnya kebisingan kendaraan dari jalan terlalu keras. jendela tidak cukup kedap suara.","good location, near places to eat that i like. kids friendly. unfortunately the vehicle noise from the road is too loud. the windows are not soundproof enough.",0.6333333333333333,0.12916666666666662,positif
"Hotel yang sangat bagus, fasilitas bagus, lokasi sempurna, staf yang ramah dan membantu.","hotel yang sangat bagus, fasilitas bagus, lokasi sempurna, staf yang ramah dan membantu.","very nice hotel, good facilities, perfect location, friendly and helpful staff.",0.775,0.71375,positif
Hotel terbaik untuk pelayanan dan makanannya sangat enak sangat worth it.,hotel terbaik untuk pelayanan dan makanannya sangat enak sangat worth it.,"the best hotel for the service and the food is very delicious, really worth it.",0.46666666666666673,0.7666666666666666,positif
"Lokasi di pusat kota, makanan enak, kamar besar dengan bath tube.","lokasi di pusat kota, makanan enak, kamar besar dengan bath tube.","location in the city center, good food, large room with bath tube.",0.3761904761904762,0.2714285714285714,positif
"Hotel ini sangat nyaman, layanan hebat, dan ramah keluarga. Ini memiliki 3 kolam renang dengan 1 sumber air panas untuk anak-anak.","hotel ini sangat nyaman, layanan hebat, dan ramah keluarga. ini memiliki 3 kolam renang dengan 1 sumber air panas untuk anak-anak.","this hotel is very comfortable, great service and family friendly. it has 3 swimming pools with 1 hot spring for children.",0.775,0.48625,positif
Hotel yang bagus dengan lokasi yang bagus.,hotel yang bagus dengan lokasi yang bagus.,nice hotel with good location.,0.8,0.6499999999999999,positif
"Sarapannya sangat luar biasa, kami memesan untuk satu malam di kamar Lembong dengan BF dan kami baru saja menambahkan 100 K untuk dua orang (putra saya berusia 12 dan 17 tahun) untuk menikmati prasmanan BF. Kamarnya bersih dan sangat luas, dan kami senang menginap di sini karena lokasinya yang sangat dekat dengan tempat-tempat terkenal. Anak-anak saya juga suka berenang di kolam renang. Terima kasih El Hotel Royale untuk staycation terbaik di Bandung.","sarapannya sangat luar biasa, kami memesan untuk satu malam di kamar lembong dengan bf dan kami baru saja menambahkan 100 k untuk dua orang (putra saya berusia 12 dan 17 tahun) untuk menikmati prasmanan bf. kamarnya bersih dan sangat luas, dan kami senang menginap di sini karena lokasinya yang sangat dekat dengan tempat-tempat terkenal. anak-anak saya juga suka berenang di kolam renang. terima kasih el hotel royale untuk staycation terbaik di bandung.","the breakfast was amazing, we booked for one night in the lembong room with the bf and we just added 100k for two people (my sons are 12 and 17) to enjoy the bf's buffet. the rooms are clean and very spacious, and we enjoyed staying here because of its location very close to famous places. my kids also love swimming in the pool. thank you el hotel royale for the best staycation in bandung.",0.5888888888888888,0.4740740740740741,positif
"Kamarnya luas, sarapannya luar biasa, suka kolam renang & 2 jempol untuk el-shop 24/7, harganya sama dengan * mart. Namun, saya lebih suka bathtub & shower terpisah meskipun di 1 lokasi. Terima kasih.","kamarnya luas, sarapannya luar biasa, suka kolam renang & 2 jempol untuk el-shop 24/7, harganya sama dengan * mart. namun, saya lebih suka bathtub & shower terpisah meskipun di 1 lokasi. terima kasih.","the rooms are spacious, breakfast is great, love the pool & 2 thumbs up for el-shop 24/7, same price as *mart. however, i prefer separate bathtub & shower even in 1 location. thank you.",0.4916666666666667,0.43333333333333335,positif
"Layanan hebat dan tempat yang bagus untuk menginap. Terima kasih, el royale, lanjutkan.","layanan hebat dan tempat yang bagus untuk menginap. terima kasih, el royale, lanjutkan.","great service and a great place to stay. thank you, el royale, keep going.",0.75,0.8,positif
"Saya menginap bersama keluarga untuk staycation singkat satu malam di condotel loft. Meskipun ini adalah staycation yang sangat singkat, kami sangat senang tinggal di sini. Itu adalah akhir pekan, hotel sudah penuh dipesan, dan kami tiba di waktu puncak check-in, tetapi saya tidak kesulitan menemukan tempat parkir untuk mobil. Resepsionis sangat ramah dan membuat proses check-in cepat dan mudah. Operator telepon sangat akomodatif, menjawab pertanyaan kami, memenuhi permintaan kami dengan tepat, dan bahkan membantu kami mengatur tur kota dengan Bandros (Bandung Tour on Bus). Ruangan itu sendiri bersih dan luas. Meskipun furniturnya agak tua, itu sangat terawat dengan baik. Pemandangan dari lantai 19 sangat indah, kolam renangnya menyenangkan, dan makanannya enak. Kami mendapat pengalaman yang menyenangkan dengan harga yang sangat wajar (mungkin karena kami memesan kamar menggunakan promo). Kami juga mengapresiasi protokol pencegahan covid-19 yang telah ditetapkan dengan baik oleh pihak hotel selama kami menginap membuat kami merasa aman dan nyaman. Kami pasti akan datang dan menginap di sini lagi.","saya menginap bersama keluarga untuk staycation singkat satu malam di condotel loft. meskipun ini adalah staycation yang sangat singkat, kami sangat senang tinggal di sini. itu adalah akhir pekan, hotel sudah penuh dipesan, dan kami tiba di waktu puncak check-in, tetapi saya tidak kesulitan menemukan tempat parkir untuk mobil. resepsionis sangat ramah dan membuat proses check-in cepat dan mudah. operator telepon sangat akomodatif, menjawab pertanyaan kami, memenuhi permintaan kami dengan tepat, dan bahkan membantu kami mengatur tur kota dengan bandros (bandung tour on bus). ruangan itu sendiri bersih dan luas. meskipun furniturnya agak tua, itu sangat terawat dengan baik. pemandangan dari lantai 19 sangat indah, kolam renangnya menyenangkan, dan makanannya enak. kami mendapat pengalaman yang menyenangkan dengan harga yang sangat wajar (mungkin karena kami memesan kamar menggunakan promo). kami juga mengapresiasi protokol pencegahan covid-19 yang telah ditetapkan dengan baik oleh pihak hotel selama kami menginap membuat kami merasa aman dan nyaman. kami pasti akan datang dan menginap di sini lagi.","i stayed with my family for a short staycation one night at the loft condotel. even though it was a very short staycation, we really enjoyed staying here. it was a weekend, the hotel was fully booked, and we arrived at peak check-in time, but i had no trouble finding parking for the car. the receptionist was very friendly and made the check-in process quick and easy. the telephone operator was very accommodating, answered our questions, fulfilled our requests appropriately, and even helped us arrange a city tour with bandros (bandung tour on bus). the room itself was clean and spacious. although the furniture is a bit old, it is very well maintained. the view from the 19th floor is beautiful, the pool is fun, and the food is delicious. we had a pleasant experience at a very reasonable price (probably because we booked the room using a promo). we also appreciate the covid-19 prevention protocols that have been well established by the hotel during our stay, making us feel safe and comfortable. we will definitely come and stay here again.",0.5660000000000001,0.36320833333333336,positif
"Saya menyukainya, sangat bersih, dan makanannya luar biasa.","saya menyukainya, sangat bersih, dan makanannya luar biasa.","i love it, very clean, and the food is amazing.",0.8033333333333333,0.5255555555555557,positif
"Meskipun hotel ini sudah tua secara historis, tetapi semuanya sangat terkejut dipertahankan dengan sangat baik, dan bersih. Akhirnya menemukan hotel yang memberikan sentuhan hommy, tetapi terawat dengan baik.","meskipun hotel ini sudah tua secara historis, tetapi semuanya sangat terkejut dipertahankan dengan sangat baik, dan bersih. akhirnya menemukan hotel yang memberikan sentuhan hommy, tetapi terawat dengan baik.","although the hotel is historically old, but everything is very pleasantly maintained, and clean. finally found a hotel that gives a homely touch, but is well maintained.",0.725,0.355,positif
Bagus dan bersih. Sarapan cukup bagus tapi agak terlalu ramai.,bagus dan bersih. sarapan cukup bagus tapi agak terlalu ramai.,nice and clean. breakfast is quite good but a bit too busy.,0.65,0.44166666666666665,positif
Tempat liburan yang bagus bersama keluarga.,tempat liburan yang bagus bersama keluarga.,a good holiday place with family.,0.6000000000000001,0.7,positif
"Hotel ini sangat cocok untuk kami! Semua staf sangat membantu dan sopan, kamarnya bagus, sangat bersih dan rapi. Terima kasih ❤","hotel ini sangat cocok untuk kami! semua staf sangat membantu dan sopan, kamarnya bagus, sangat bersih dan rapi. terima kasih ❤","this hotel was perfect for us! all the staff are very helpful and polite, the rooms are nice, very clean and tidy. thank you ❤",0.8019999999999999,0.5753333333333333,positif
"Kamarnya bagus, sarapannya luar biasa ... dan kolam renang dengan dua jacuzzi besar ... anak-anak saya sangat menyukainya ... 👍👍","kamarnya bagus, sarapannya luar biasa ... dan kolam renang dengan dua jacuzzi besar ... anak-anak saya sangat menyukainya ... 👍👍","the room is nice, the breakfast is great... and the swimming pool with two big jacuzzis... my kids really like it... 👍👍",0.5125000000000001,0.39999999999999997,positif
"Bagus untuk layanan, lokasi, makanan, dan kamar. Terima kasih banyak El Royale Bandung. 👋","bagus untuk layanan, lokasi, makanan, dan kamar. terima kasih banyak el royale bandung. 👋","great for service, location, food and rooms. thank you very much el royale bandung. 👋",0.505,0.53,positif
"Sarapannya sangat enak, kami sangat menikmatinya! Satu-satunya kekurangan adalah telepon tidak berfungsi sehingga kami tidak bisa memanggil operator, sampo dan sabun mandi tidak terlalu bagus.","sarapannya sangat enak, kami sangat menikmatinya! satu-satunya kekurangan adalah telepon tidak berfungsi sehingga kami tidak bisa memanggil operator, sampo dan sabun mandi tidak terlalu bagus.","the breakfast was very delicious, we really enjoyed it! the only downside was the phone didn't work so we couldn't call the operator, the shampoo and body wash weren't that great.",0.8625,0.60625,positif
Hotel terbaik di Bandung .. Tempat yang sangat strategis untuk pergi kemana saja di Bandung .. Staf sangat sopan dan ramah ..;),hotel terbaik di bandung .. tempat yang sangat strategis untuk pergi kemana saja di bandung .. staf sangat sopan dan ramah ..;),the best hotel in bandung.. a very strategic place to go anywhere in bandung.. the staff is very polite and friendly..;),0.48,0.40499999999999997,positif
Ruangan itu luas dan bersih. Sarapan yang enak. Stafnya sangat sopan,ruangan itu luas dan bersih. sarapan yang enak. stafnya sangat sopan,the room was spacious and clean. nice breakfast. the staff is very polite,0.6666666666666666,0.3888888888888889,positif
masih suka hotel ini ... bersih ... resepsionis ramah ... lokasi lebih baik dan lebih baik ...,masih suka hotel ini ... bersih ... resepsionis ramah ... lokasi lebih baik dan lebih baik ...,still love this hotel...clean...friendly receptionist...better and better location...,0.55,0.5,positif
"Saya memesan kamar merdeka, namun ketika saya check in saya mendapat upgrade gratis ke condotel studio, kamarnya luas dan bersih! Sarapannya juga enak, disarankan untuk sarapan! Terima kasih el royale!","saya memesan kamar merdeka, namun ketika saya check in saya mendapat upgrade gratis ke condotel studio, kamarnya luas dan bersih! sarapannya juga enak, disarankan untuk sarapan! terima kasih el royale!","i booked an independent room, but when i checked in i got a free upgrade to a studio condotel, the room was spacious and clean! the breakfast is also delicious, recommended for breakfast! thank you el royale!",0.65625,0.46458333333333335,positif
Layanan yang sangat bagus! Semua staf sangat membantu dan ramah ^^,layanan yang sangat bagus! semua staf sangat membantu dan ramah ^^,very good service! all staff are very helpful and friendly ^^,0.5266666666666667,0.525,positif
Semua staf hotel sangat bagus. Ruangan bersih. Sarapannya juga enak.,semua staf hotel sangat bagus. ruangan bersih. sarapannya juga enak.,all hotel staff are very nice. clean room. the breakfast is also delicious.,0.9,0.7155555555555555,positif
"Ruangan sangat nyaman, sarapan sangat lezat. Staf sangat membantu dan ramah. Lokasi sangat bagus di pusat kota. Akan kembali lagi ketika kami berkunjung ke Bandung.","ruangan sangat nyaman, sarapan sangat lezat. staf sangat membantu dan ramah. lokasi sangat bagus di pusat kota. akan kembali lagi ketika kami berkunjung ke bandung.","the room is very comfortable, the breakfast is very delicious. the staff is very helpful and friendly. very good location in the city center. will come back again when we visit bandung.",0.5257142857142857,0.415,positif
"Persis apa yang dikatakan gambar-gambar itu. Akomodasi yang nyaman, senyum hangat dari para staf, makanan lezat yang enak.","persis apa yang dikatakan gambar-gambar itu. akomodasi yang nyaman, senyum hangat dari para staf, makanan lezat yang enak.","exactly what the pictures say. comfortable accommodation, warm smiles from the staff, delicious delicious food.",0.73,0.65,positif
Hotel terbaik yang pernah ada !!! Terima kasih telah membuat liburan keluarga saya sangat berkesan !!! Sarapan sangat memuaskan,hotel terbaik yang pernah ada !!! terima kasih telah membuat liburan keluarga saya sangat berkesan !!! sarapan sangat memuaskan,best hotel ever!!! thank you for making my family vacation so memorable!!! breakfast was very satisfying,0.7666666666666666,0.8755208333333333,positif
"Hotel ini sempurna. Saya menginap di hotel ini untuk urusan bisnis. Hotel ini bersih, terletak di pusat kota, para stafnya ramah dan gesit. Menu sarapannya sangat bervariasi, banyak pilihan.","hotel ini sempurna. saya menginap di hotel ini untuk urusan bisnis. hotel ini bersih, terletak di pusat kota, para stafnya ramah dan gesit. menu sarapannya sangat bervariasi, banyak pilihan.","this hotel is perfect. i stayed at this hotel for business. the hotel is clean, located in the city center, the staff are friendly and nimble. the breakfast menu is very varied, lots of choices.",0.52,0.3683333333333333,positif
Ruangan tampak persis seperti gambar. Sarapannya enak. Stafnya sangat ramah dan sangat membantu. Pasti akan kembali lagi ke El Royale di perjalanan saya berikutnya ke Bandung.,ruangan tampak persis seperti gambar. sarapannya enak. stafnya sangat ramah dan sangat membantu. pasti akan kembali lagi ke el royale di perjalanan saya berikutnya ke bandung.,the room looked exactly like the picture. the breakfast is delicious. the staff are very friendly and very helpful. will definitely come back to el royale on my next trip to bandung.,0.3857142857142857,0.2767857142857143,positif
Tempat terbaik untuk menginap dan bersantai.,tempat terbaik untuk menginap dan bersantai.,best place to stay and relax.,0.3,1.0,positif
Kamar 567 dan 569 bersih dan modern. Sarapannya tidak enak. Kolam itu terlalu ramai,kamar 567 dan 569 bersih dan modern. sarapannya tidak enak. kolam itu terlalu ramai,rooms 567 and 569 are clean and modern. the breakfast is not delicious. the pool was too crowded,0.6666666666666666,0.022222222222222216,positif
"Kamar bersih dan luas. Staf sangat ramah dan membantu. Nyobain di ruang makan, makanannya enak bgt!","kamar bersih dan luas. staf sangat ramah dan membantu. nyobain di ruang makan, makanannya enak bgt!","clean and spacious rooms. the staff is very friendly and helpful. try it in the dining room, the food is really delicious!",0.7833333333333333,0.6180555555555556,positif
"Meni raoseun ... yang sangat luas, selera katuanganana dan banyak pilihan ..","meni raoseun ... yang sangat luas, selera katuanganana dan banyak pilihan ..","the menu is delicious ... which is very wide, the taste of the food and many choices..",0.6733333333333333,0.4566666666666667,positif
Hotel ini sangat bagus dan layanan yang luar biasa,hotel ini sangat bagus dan layanan yang luar biasa,the hotel is very nice and the service is amazing,0.95,0.6900000000000001,positif
"Makanan dan kamarnya nyaman. Namun, kamar mandinya sedikit bau","makanan dan kamarnya nyaman. namun, kamar mandinya sedikit bau","the food and rooms are comfortable. however, the bathroom smells a bit",0.8,0.4,positif
"benar-benar menikmati hari keluarga di sini, fasilitasnya sangat lengkap, kamarnya bersih, dan luas, bayi saya sangat bersemangat dan menjelajahi seluruh ruangan. kolam renangnya juga bagus, bersih, hangat, hot tub bagus untuk bayi dan anak-anak. pasti akan kembali untuk menginap","benar-benar menikmati hari keluarga di sini, fasilitasnya sangat lengkap, kamarnya bersih, dan luas, bayi saya sangat bersemangat dan menjelajahi seluruh ruangan. kolam renangnya juga bagus, bersih, hangat, hot tub bagus untuk bayi dan anak-anak. pasti akan kembali untuk menginap","really enjoyed a family day out here, the facilities were very complete, the room was clean, and spacious, my baby was very excited and explored the whole room. the swimming pool is also nice, clean, warm, the hot tub is good for babies and children. will definitely come back to stay",0.62875,0.3500694444444445,positif
"sebuah hotel di el royale staycation yang hebat! staf yang ramah, kamar bersih, layanan bagus, dan sarapan yang enak .. akan segera kembali😊","sebuah hotel di el royale staycation yang hebat! staf yang ramah, kamar bersih, layanan bagus, dan sarapan yang enak .. akan segera kembali😊","a hotel in el royale great staycation! friendly staff, clean rooms, good service and nice breakfast.. will be back soon😊",0.5916666666666667,0.5069444444444444,positif
"Itu layanan yang sangat baik, kamar yang bagus dan bersih. Dan makanannya luar biasa","itu layanan yang sangat baik, kamar yang bagus dan bersih. dan makanannya luar biasa","it was very good service, nice and clean rooms. and the food is amazing",0.8450000000000001,0.6191666666666666,positif
"Tetap bagus, kamar bersih. Anak-anak senang &amp; suka kolam 👌🏻","tetap bagus, kamar bersih. anak-anak senang &amp; suka kolam 👌🏻","good stay, clean rooms. the children are happy and love the pool 👌🏻",0.7250000000000001,0.5916666666666667,positif
"Kamarnya sama bagusnya dengan yang diharapkan. Apalagi sarapan, omg, tidak ada yang gagal bagiku.","kamarnya sama bagusnya dengan yang diharapkan. apalagi sarapan, omg, tidak ada yang gagal bagiku.","the room was as good as expected. let alone breakfast, omg, nothing fails me.",0.43333333333333335,0.033333333333333326,positif
